ngrama,coeficiente,pct_missing_train,pct_missing_test
remodel estren,-0.031354133,99.29355,99.066696
excelent pis,-0.031518668,99.78781,99.931946
ubic quint,-0.03172701,99.86285,100.0
calent elctric,-0.031731892,99.8732,100.0
integral cuart ban,-0.031923305,99.40224,100.0
zon comercial supermerc,-0.031931955,99.33237,98.979195
cedr boliv,-0.032038927,96.514336,96.32511
remodel excelent,-0.032121312,99.78263,99.805565
nort sector,-0.032130834,99.8111,99.572235
remodel exterior,-0.03220727,97.59083,98.006996
sector residencial,-0.032212935,98.72426,98.32782
entrad luz,-0.032233927,88.82662,89.062675
are social,-0.03226175,98.669914,98.60976
parader sitp,-0.03227809,96.89213,98.386154
vigil hor,-0.032466855,99.58079,99.6014
luz natural,-0.03272322,99.824036,99.95139
excelent vist exterior,-0.03280439,99.56785,99.79584
rod parqu,-0.032870617,99.83439,99.825005
ilumin edifici,-0.033016205,99.75675,99.71806
closet baos,-0.033095498,99.14088,98.6292
alcob cuart,-0.03312296,90.15405,94.448784
social zon rop,-0.033131987,99.76969,99.96111
cocin estil,-0.033153705,99.723114,99.95139
social zon verd,-0.03316579,99.836975,99.98056
cerr parqueader,-0.03322976,99.25473,99.455574
lavanderi parqueader,-0.033502363,99.66877,99.73751
principal bao bao,-0.033712473,99.505745,99.63056
complet zon,-0.03374993,99.72053,99.95139
cocin abiert garaj,-0.033809822,99.761925,99.98056
ilumin pis,-0.03414585,99.88614,99.95139
habit ban estudi,-0.03415129,99.67653,99.97083
ban zon lavanderi,-0.03415464,99.79816,99.95139
acogedor ubic,-0.03416406,99.723114,99.96111
acab ampli,-0.034480527,97.580475,99.90278
centr comercial plaz,-0.0344945,99.62219,100.0
lavanderi ban social,-0.034505267,99.50833,99.98056
principal ban,-0.03454202,98.879524,99.86389
saln comunal,-0.03463652,89.02328,99.64029
cuadr aven,-0.034655903,97.68657,99.98056
salon social sal,-0.03472042,99.52386,99.97083
ceram garaj,-0.03475311,99.80334,99.99028
social complet,-0.034755733,99.64807,100.0
estacin transmileni,-0.034847084,99.52127,99.98056
bao sal comedor,-0.03509199,98.99079,100.0
cocin gas,-0.035111405,99.80334,100.0
cuadr boyac,-0.03516438,99.80334,100.0
bbq salon,-0.03528458,99.86285,99.99028
conjunt salon,-0.035454914,98.08509,99.2903
garaj independient deposit,-0.035467383,99.73605,100.0
lamin garaj deposit,-0.035511687,99.844734,100.0
comedor independient zon,-0.035569955,99.640305,99.6014
total termin,-0.035637625,99.74899,99.88334
usaqun inf,-0.035651106,98.38786,98.45421
social pis,-0.03569202,99.80334,99.75695
alcob closet,-0.03578659,99.79557,99.79584
parqueader edifici,-0.03587191,99.82921,98.41532
encontr habit,-0.03606467,99.513504,98.979195
natural parqueader,-0.03615622,99.122765,99.36807
parqu restaur,-0.036236204,98.995964,98.26949
boyac cerc,-0.03628502,99.55232,99.41669
sector cerc,-0.036334854,99.71277,99.688896
salon comunal,-0.03635177,97.14055,98.15283
cubiert pis,-0.036512263,99.640305,99.74723
balc oacut,-0.036548752,99.71277,99.88334
natural ambient,-0.036631275,99.60925,99.85417
natural ampli,-0.036692806,98.93645,99.086136
cocin cerr,-0.03675554,99.82921,99.90278
garaj cubiert depsit,-0.036821395,99.72829,99.66946
edifici ubic,-0.03682837,99.80851,99.96111
quint pis,-0.036839385,99.80075,99.77639
pis exterior sal,-0.036907956,99.52127,99.53334
remodel pis,-0.036932256,99.6429,99.69862
salon comedor,-0.03694499,98.45255,94.84739
independient cocin,-0.036958527,99.16675,95.79041
transmileni mazur,-0.03697709,99.76452,99.96111
zon verd parqu,-0.037218086,99.70759,99.2028
rea social,-0.037279304,99.19005,98.969475
vigil veinticuatr,-0.037814602,99.67912,99.75695
parqueader deposit,-0.03794034,99.16675,99.72778
piscin jacuzzi,-0.037942287,99.513504,99.50418
cerc call,-0.03828461,99.68688,99.63056
pis habit ban,-0.03834023,99.81886,99.52362
local comercial ban,-0.038366247,99.79557,99.241684
lavanderi garaj cubiert,-0.0384743,97.05774,97.03481
piscin salon,-0.03848982,99.75934,99.76667
minut centr,-0.03851303,99.50316,99.222244
are comun,-0.038600843,99.25473,99.03753
mader natural,-0.03884447,99.109825,99.105576
salacomedor cocin,-0.038931463,99.81886,99.83473
caob salaz,-0.038978007,99.60667,99.18336
cocin integral cerr,-0.039027277,99.109825,99.39724
medi cuadr,-0.03920728,98.12391,96.519554
rop parqueader cubiert,-0.03942447,99.60925,99.572235
bah parque,-0.039495777,99.562675,98.3181
lind cocin,-0.039523143,99.774864,99.69862
parqu zon verd,-0.03964178,99.73605,99.95139
exterior remodel,-0.03971559,99.570435,99.67918
ubic ilumin,-0.039914496,99.831795,99.88334
priv walking,-0.040048797,99.77745,99.87361
comedor cocin,-0.04007166,98.68027,97.900055
ubic sector fcil,-0.04024418,99.74123,99.581955
call tranquil,-0.040259585,98.94163,99.03753
exterior ascensor,-0.04032792,99.65842,99.85417
excelent inversion,-0.04042524,99.80851,98.979195
ideal remodel,-0.040688485,98.29987,97.608406
centr internacional,-0.040724207,99.79816,99.65973
ltim pis,-0.040834717,99.122765,99.076416
visit bicicleter,-0.040866546,99.632545,99.572235
abiert comedor,-0.040914908,99.20557,98.90142
hall alcob ban,-0.041058507,99.34789,99.69862
autop sur,-0.041068666,99.81368,100.0
lind duplex,-0.041296545,99.7904,99.92222
acab cocin,-0.0413327,99.761925,99.562515
comedor chimene alcob,-0.041386046,99.78781,99.47501
cuadr estacion,-0.041545503,98.72167,97.122314
exterior parqueader,-0.041621726,99.353065,99.2028
lamin excelent,-0.04208288,99.19781,99.39724
conjunt cerr,-0.042241026,99.614426,99.90278
ban parqueader deposit,-0.04239978,99.35048,99.90278
pis garaj,-0.042405054,99.79816,99.94167
pis quint,-0.042419188,99.41776,98.95003
ampli vist,-0.042704467,98.37234,98.68754
pis ilumin,-0.042775415,99.61184,99.48473
vend excelent,-0.043038312,98.75272,98.44449
cerc transmileni,-0.04321166,98.62593,98.35699
segur parqueader,-0.043238826,99.702415,99.73751
natural vist,-0.04362203,99.62996,99.67918
social gym,-0.043629367,99.33237,98.88198
cocin integral,-0.043935906,99.780045,99.79584
const alcob principal,-0.043974675,99.767105,99.62084
infantil salon social,-0.044226453,98.69062,98.25977
call 116,-0.044365313,99.562675,99.2903
parque visit,-0.044390485,98.76825,99.47501
habit closet,-0.044463597,99.22109,99.65973
garaj descubiert,-0.044581436,97.8082,97.83201
cedrit pis,-0.044602085,99.80075,99.88334
cubiert conjunt,-0.044669505,99.07618,98.78476
terc nivel alcob,-0.044689454,99.73347,99.9125
ascensor zon,-0.044721775,96.28404,95.58625
haciend sant,-0.04485023,99.74381,99.688896
cerc supermerc,-0.044884738,97.47438,96.73344
ubic frent parqu,-0.04503925,99.81627,99.73751
ban terc,-0.045086335,99.2832,99.348625
tip calent,-0.04511468,99.715355,99.69862
cocin independient,-0.045328572,98.65957,98.95975
ilumin excelent,-0.045537747,99.632545,99.74723
habit principal ampli,-0.045604926,99.54715,99.241684
sector tranquil residencial,-0.045717396,99.74899,99.63056
haciend sant barb,-0.045733627,99.792984,99.97083
comedor cocin habit,-0.04577354,99.81627,99.65001
closet ban,-0.045958724,99.39965,99.47501
pati pis,-0.04628388,99.79557,99.9125
ilumin ban,-0.04635704,99.20557,99.65973
lug tranquil,-0.04685484,99.67653,99.87361
habit excelent,-0.04699828,99.45658,99.44585
espaci ilumin natural,-0.04736867,99.705,99.98056
lavanderi garaj deposit,-0.04753871,99.66101,99.805565
modern espaci,-0.048066907,99.74899,99.89306
interior terraz,-0.048072778,99.83439,100.0
lavador secador,-0.048094057,99.59114,99.931946
lamin cocin,-0.048226167,99.59114,99.931946
ban remodel,-0.04825684,99.73088,99.83473
closet ampli,-0.04831132,99.52386,99.78612
vesti ban ban,-0.048364505,99.754166,99.84445
natural habit,-0.048646096,99.710175,99.931946
alcob principal vesti,-0.048669357,99.76969,99.78612
ascensor ubic,-0.048969105,99.479866,98.745865
hermos acogedor,-0.04908568,99.71794,99.98056
torr pis,-0.049104467,99.80075,99.98056
cerr are,-0.049254086,99.836975,99.98056
conjunt cerr vigil,-0.049289804,98.50172,99.61112
are lavanderi,-0.049365412,99.73605,99.94167
pis excelent,-0.049599383,95.40426,97.22925
centr comercial,-0.04966325,99.66877,99.95139
vend barri,-0.049961492,99.57303,99.76667
excelent transport,-0.049995974,99.531624,99.17364
comedor chimene pis,-0.05022828,99.48763,99.90278
vist interior,-0.050275177,99.21592,98.94031
are terraz,-0.050275475,99.7464,99.6014
rentahous capital,-0.05031435,99.10724,99.5139
cmod acces,-0.05040671,99.71277,99.72778
salon social,-0.050764192,99.5989,99.62084
call 140,-0.051194835,99.75675,99.465294
pis exterior alcob,-0.05136044,93.73786,94.4974
vesti ban priv,-0.051638942,99.441055,99.572235
luz led,-0.05172523,99.32719,99.28058
conjunt parqu,-0.051828023,99.80075,99.805565
bbq parqu,-0.051847685,99.1771,98.79448
comunal gimnasi parqu,-0.052139495,99.71794,99.63056
sant mari,-0.052156977,99.72053,99.329185
cerc via,-0.052273765,98.675095,99.15419
interior excelent,-0.05231381,99.83439,99.74723
facil acces supermerc,-0.05245534,99.65583,99.79584
pis exterior esquiner,-0.052853033,99.5575,99.63056
barb pis,-0.052865725,99.46434,99.36807
sector facil via,-0.053086862,99.82145,99.70834
edifici ascensor,-0.053089112,99.41776,99.49446
priv conjunt,-0.053108096,99.84732,99.94167
terc pis ascensor,-0.05318698,98.77342,99.16391
are estudi,-0.053352743,99.77228,99.97083
ban complet,-0.053430945,99.218506,98.6292
acces cra,-0.053437922,99.46693,99.64029
exterior lind,-0.053514678,99.69465,99.85417
independient parqueader independient,-0.053636264,99.531624,99.552795
saun gimnasi,-0.053752206,99.33754,99.222244
are lav,-0.0537971,98.5483,98.76531
comunal ubic,-0.05402219,99.36601,99.581955
ban chimene,-0.054405537,99.8111,99.98056
bao pis,-0.054598887,99.83956,99.86389
ilumin ampli espaci,-0.05469509,94.62282,95.411255
are rop,-0.0548377,98.413734,98.68754
excelent espaci,-0.05518156,99.82662,99.87361
cubiert cerc,-0.055216905,99.83439,99.6014
cubiert const,-0.055500407,99.513504,98.7167
integral estuf,-0.05556225,99.5368,99.99028
barri cedrit,-0.05557189,99.58079,99.84445
hermos alcob,-0.055614285,99.56009,99.62084
control remot,-0.055853143,98.08509,97.68618
cedrit excelent,-0.055949572,99.75934,99.95139
social parqueader,-0.055998456,99.2832,99.36807
ubic excelent,-0.056226764,99.41517,98.92086
parqueader deposit pis,-0.05632177,99.76452,99.78612
estil american,-0.05637706,99.26508,99.65973
hermos cedrit,-0.05645753,99.77228,100.0
cubiert deposit,-0.0564905,99.22109,99.2028
abiert parqueader,-0.05653281,93.96557,96.30567
lavanderi independient habit,-0.05666411,99.824036,99.9125
centr ciud,-0.056731448,99.75934,99.931946
ilumin alcob,-0.056814082,99.71277,99.73751
ingres encontr,-0.05700187,99.62478,99.50418
cerr cuart bao,-0.057187144,99.68171,99.465294
garaj dobl cubiert,-0.057206683,99.60407,99.97083
www inmobiliariaprofesional,-0.05733171,98.809654,98.51254
vend duplex,-0.057680614,99.824036,100.0
pis lamin,-0.05789197,99.56009,99.222244
unicentr parqu country,-0.057979837,99.51609,100.0
recepcion tip,-0.05810739,95.34216,96.01401
cocin habit,-0.058134254,99.7257,98.29866
estren excelent,-0.058161665,99.52127,99.28058
plaz amer,-0.058703758,99.80334,99.44585
cedrit are,-0.05870934,99.23403,99.16391
call boyac,-0.058824018,99.79816,99.83473
espaci estudi,-0.05884381,99.68688,99.70834
mader alcob,-0.059014957,99.79816,99.76667
comerci cercan,-0.05906356,99.754166,99.66946
cedrit habit,-0.059065387,99.479866,99.27086
restaur parqu,-0.059119426,97.08103,97.41396
cercan zon comercial,-0.059439175,99.80851,99.805565
pis terraz,-0.059682585,99.0943,99.03753
puent arand,-0.05989242,99.60667,99.79584
ilumin parqueader,-0.05997342,99.80592,99.99028
edifici modern,-0.06015937,99.0943,99.931946
parqueader priv,-0.06018723,96.46518,96.636215
dian paol,-0.060637977,99.67136,99.338905
servici transport,-0.06077535,99.780045,99.76667
cedrit hermos,-0.061048742,99.780045,99.89306
ubic sector tranquil,-0.061190024,99.82662,99.74723
ascensor alcob,-0.061260477,99.51609,99.581955
cuart pis interior,-0.061276354,99.148636,99.50418
port alegr,-0.061403267,99.78781,99.97083
sitp aliment,-0.061833277,96.99305,96.34455
garaj edifici,-0.06187083,99.5989,99.67918
balcon walking,-0.062072847,99.824036,99.805565
parqu principal,-0.06216973,99.824036,100.0
complement parqueader,-0.06235556,99.80592,100.0
mes bill,-0.06253721,99.65583,99.65973
gas parqueader,-0.062927574,99.74381,100.0
san alej,-0.06322368,96.49622,99.97083
parqueader cubiert,-0.063243255,99.82145,100.0
cubiert ascensor,-0.06357426,99.754166,100.0
porteri vigil,-0.063638784,99.60667,100.0
pis ceram,-0.06377519,99.79557,100.0
deposit excelent ubic,-0.06378615,99.79557,100.0
116 cra,-0.064629816,99.83439,100.0
hermos terraz,-0.06481683,99.80334,99.52362
cedrit ubic,-0.06491087,99.83439,99.84445
verd salon social,-0.065043576,99.632545,99.96111
luz gas estrat,-0.06507522,99.645485,100.0
cedrit rah,-0.06512851,99.57303,99.79584
espaci ampli ilumin,-0.065592565,99.378944,99.65973
closet bao,-0.065611,99.309074,99.63056
pis cermic,-0.065915644,99.79816,99.96111
abiert estuf,-0.06617909,99.52644,99.75695
habitacin bao,-0.06623822,99.684296,99.86389
sal chimene balcon,-0.066635266,98.9468,98.77503
cod vgcs,-0.06680238,99.74123,99.48473
priv closet,-0.06688038,99.824036,99.89306
edifici inteligent,-0.06761706,99.74381,99.94167
remodel alcob,-0.06790987,99.82921,99.9125
cerc iglesi,-0.068604134,99.66101,99.66946
sal comedor garaj,-0.069059834,99.80075,99.825005
garaj deposit,-0.06941796,99.36083,99.84445
cedrit espectacul,-0.06947011,99.79816,99.90278
sal comedor,-0.06988013,99.81368,100.0
priv garaj,-0.0701133,99.82145,100.0
edifici excelent,-0.070421755,99.645485,99.688896
zon social cocin,-0.07096116,99.80851,99.76667
comedor balcon parqueader,-0.07134373,99.76969,99.89306
ubic edifici,-0.07174962,98.918335,99.066696
excelent manten,-0.07189139,98.65957,98.133385
centr salud,-0.07209679,99.80075,99.88334
mader parqueader,-0.07221356,99.67136,99.562515
are pis,-0.072415724,99.62478,99.581955
interior pis,-0.07246844,86.601036,90.60852
distribu habit,-0.07255612,99.340126,99.815285
cocin barr,-0.07286195,99.20039,99.65001
cedrit cod,-0.0730678,99.7464,99.90278
entreg inmediat,-0.073332444,96.05892,96.74316
distribucion espaci,-0.0734019,99.702415,99.72778
cocin abiert barr,-0.07461728,99.51868,99.87361
sant barb ubic,-0.07466367,98.274,98.41532
comercial mazur,-0.074960254,99.73088,99.72778
interior ilumin,-0.07496925,93.84136,93.243256
present acogedor,-0.07530036,99.80334,99.76667
belmir usaqun,-0.075319454,99.58855,99.48473
constru habit ban,-0.07569325,99.35566,98.48337
vist cerr oriental,-0.07647042,99.83439,99.94167
pis mader lamin,-0.07666893,99.6429,99.64029
complet cocin,-0.07704202,97.43814,98.70698
garaj cubiert,-0.077078395,99.774864,99.825005
const ampli,-0.077147864,99.684296,100.0
dom corrediz,-0.07736645,99.893906,100.0
alcob ban parqueader,-0.07766606,99.705,100.0
cerr cuart ban,-0.077853486,99.792984,100.0
vend cedrit,-0.077950105,99.914604,100.0
gimnasi sal jueg,-0.07832036,99.82921,99.98056
centr comercial sant,-0.07894849,99.73864,99.92222
balcon lind,-0.079378806,99.59114,99.53334
viv cerc,-0.07999078,99.81886,99.47501
parqueader ampli,-0.08051456,99.72829,99.97083
cocin parqueader,-0.08051926,99.73864,99.01808
san martin,-0.080716066,99.53939,99.26113
servici nivel alcob,-0.081067815,99.045135,98.43476
habit baos parqueader,-0.081908576,99.3246,99.52362
interior ascensor,-0.08278817,98.51207,96.75288
gimnasi salon jueg,-0.08574479,99.33237,99.00836
priv edifici,-0.08574514,99.0089,96.383446
terc pis alcob,-0.08591362,99.619606,99.319466
colin campestr,-0.086199135,99.80851,99.815285
parqu acces,-0.08690586,99.79816,99.65973
garaj ampli,-0.08717653,98.03075,98.3181
pis interior,-0.08836973,99.45658,98.83337
garaj conjunt,-0.08969095,99.570435,99.48473
ver el,-0.090269186,98.343864,97.890335
comedor parqueader,-0.09137721,98.47843,98.998634
ascensor parqu,-0.09154676,99.81886,99.87361
call 147,-0.09156204,99.73605,99.222244
ambient estuf calent,-0.09204511,99.67912,99.76667
servici alcob principal,-0.09609716,99.792984,99.85417
social alcob alcob,-0.097033896,99.7904,99.87361
call 170,-0.09766783,97.96605,95.673744
terraz comunal zon,-0.097840354,99.24956,98.8917
call sur,-0.09830605,99.73605,99.62084
hermos apartaestudi,-0.09858202,96.462585,95.654305
acogedor excelent,-0.098872885,98.60264,98.376434
zon verd jueg,-0.09993816,99.549736,99.581955
cocin cerr ampli,-0.10219584,99.774864,99.92222
ubic cedrit,-0.10261345,99.792984,99.87361
ampli pati rop,-0.10354648,99.836975,99.95139
edifici automatiz,-0.10660974,99.549736,99.815285
minut dio,-0.10725969,99.76452,99.72778
estuf calent,-0.10875245,99.40224,99.75695
bas ofert,-0.10899164,99.78522,99.79584
ascensor garaj,-0.1097339,99.1771,99.2903
apartaestudi estren,-0.11131328,99.37636,99.67918
social excelent,-0.11210695,99.72053,99.931946
clinic sant,-0.11230734,99.5989,99.84445
cedrit habit ban,-0.11328106,96.46518,97.151474
apart estudi,-0.113422796,99.76452,99.92222
pis ascensor,-0.11356176,97.30876,96.79176
tip loft,-0.1142602,99.74123,99.75695
garaj ascensor,-0.115098156,99.583374,99.83473
cedrit cedrit,-0.11637208,99.48245,98.79448
lavanderi comunal,-0.117112994,98.43185,99.05697
habit independient,-0.120025426,99.68688,99.76667
cedrit lind,-0.12262284,99.575615,99.815285
credit bancari,-0.12553698,98.35939,99.41669
remodel parqueader,-0.13419683,99.831795,99.98056
espectacul apartaestudi,-0.13572682,93.724915,93.593254
integral parqueader,-0.13582459,79.80408,82.033905
apartaestudi cedrit,-0.1366904,99.653244,99.67918
acces cuadr,-0.13895048,98.248116,97.618126
cedr golf,-0.14279667,99.767105,99.77639
san antoni,-0.14397018,99.60407,99.805565
ciud cali,-0.1476131,99.42552,99.44585
cedrit usaqun,-0.14926666,99.60407,99.96111
modern apartaestudi,-0.14927617,99.5782,99.67918
kennedy central,-0.14964098,99.81368,99.86389
parqueader comunal,-0.15212707,98.732025,99.05697
portal nort,-0.15595481,99.35566,99.5139
vill rio,-0.16349505,99.831795,99.805565
parqu alcal,-0.16396429,95.70701,96.33483
cedrit nort,-0.16669546,99.7464,99.87361
vill alsaci,-0.17045672,89.10091,86.18499
edifici tranquil,-0.18992218,99.836975,99.83473
vend apartaestudi,-0.19764678,98.88211,97.491745
hayue el,-0.20336601,99.55491,99.6014
vill gran,-0.20825559,97.97123,97.618126
partament ideal,-0.22142746,99.754166,99.86389
apartaestudi ubic,-0.222017,99.705,99.74723
apartaestudi sant,-0.22627531,93.09355,87.7599
apartaestudi san,-0.23125912,99.49022,98.29866
unicentr occident,-0.26051554,99.56526,99.50418
prader nort,-0.2605407,98.861404,98.82364
vill mediterrane,-0.26698712,90.34294,96.150116
sant teres,-0.3074101,99.79557,99.94167
lind mts2,-0.3386674,98.75272,99.6014
aprovech excelent carolin,-0.45888096,99.7257,99.39724
